1200_0.08,667.csv,6,6,6,6,6,6,6,6,6,6
1200_0.08,808.csv,6,6,6,6,6,6,6,6,6,6
1200_0.09,546.csv,6,6,6,6,6,6,6,6,6,6
1200_0.09,719.csv,6,6,6,6,6,6,6,6,6,6
1200_0.09,723.csv,6,6,6,6,6,6,6,6,6,6
1200_0.1,286.csv,6,6,6,6,6,6,6,6,6,6
1200_0.1,288.csv,6,6,6,6,6,6,6,6,6,6
1200_0.1,795.csv,6,6,6,6,6,6,6,6,6,6
1300_0.01,110.csv,7,7,7,6,7,7,7,7,7,7
1300_0.01,5.csv,7,7,6,7,7,7,7,7,7,7
1300_0.01,971.csv,7,7,7,6,7,7,7,7,7,7
1300_0.02,445.csv,7,7,7,7,7,7,7,7,7,7
1300_0.02,579.csv,7,7,7,7,7,7,7,7,7,7
1300_0.02,935.csv,7,7,7,7,7,7,7,7,7,7
1300_0.03,164.csv,7,7,7,7,7,7,7,7,7,7
1300_0.03,480.csv,7,7,7,7,7,7,7,7,7,7
1300_0.03,704.csv,7,7,7,7,7,7,7,7,7,7
1300_0.04,624.csv,7,7,7,7,7,7,7,7,7,7
1300_0.04,681.csv,7,7,7,7,7,7,7,7,7,7
1300_0.04,97.csv,7,7,7,7,7,7,7,7,7,7
1300_0.05,296.csv,7,7,7,7,7,7,7,7,7,7
1300_0.05,452.csv,7,7,7,7,7,7,7,7,7,7
1300_0.05,469.csv,7,7,7,7,7,7,7,7,7,7
1300_0.06,334.csv,7,7,7,7,7,7,7,7,7,7
1300_0.06,347.csv,7,7,7,7,7,7,7,7,7,7
1300_0.06,670.csv,7,7,7,7,7,7,7,7,7,7
1300_0.07,116.csv,7,7,7,7,7,7,7,7,7,7
1300_0.07,25.csv,7,7,7,7,7,7,7,7,7,7
1300_0.07,825.csv,7,7,7,7,7,7,7,7,7,7
1300_0.08,575.csv,7,7,7,7,7,7,7,7,7,7
1300_0.08,74.csv,7,7,7,7,7,7,7,7,7,7
1300_0.08,77.csv,7,7,7,7,7,7,7,7,7,7
1300_0.09,179.csv,7,7,7,7,7,7,7,7,7,7
1300_0.09,233.csv,7,7,7,7,7,7,7,7,7,7
1300_0.09,451.csv,7,7,7,7,7,7,7,7,7,7
1300_0.11,231.csv,7,7,7,7,7,7,7,7,7,7
1300_0.11,669.csv,7,7,7,7,7,7,7,7,7,7
1300_0.11,85.csv,7,7,7,7,7,7,7,7,7,7
1300_0.12,115.csv,7,7,7,7,7,7,7,7,7,7
1300_0.12,522.csv,7,7,7,7,7,7,7,7,7,7
1300_0.12,538.csv,7,7,7,7,7,7,7,7,7,7
1300_0.1,539.csv,7,7,7,7,7,7,7,7,7,7
1300_0.1,779.csv,7,7,7,7,7,7,7,7,7,7
1300_0.1,963.csv,7,7,7,7,7,7,7,7,7,7
1400_0.01,204.csv,7,7,6,7,7,7,7,7,7,7
1400_0.01,600.csv,7,7,7,6,7,7,7,7,7,7
1400_0.01,886.csv,7,7,7,7,7,7,7,7,7,7
1400_0.02,139.csv,7,7,7,7,7,7,7,7,7,7
1400_0.02,354.csv,7,7,7,7,7,7,7,7,7,7
1400_0.02,485.csv,7,7,7,6,7,7,7,7,7,7
1400_0.03,370.csv,7,7,7,7,7,7,7,7,7,7
1400_0.03,713.csv,7,7,7,7,7,7,7,7,7,7
1400_0.03,932.csv,7,7,7,7,7,7,7,7,7,7
1400_0.04,587.csv,7,7,7,7,7,7,7,7,7,7
1400_0.04,649.csv,7,7,7,7,7,7,7,7,7,7
1400_0.04,945.csv,7,7,7,7,7,7,7,7,7,7
1400_0.05,122.csv,7,7,7,7,7,7,7,7,7,7
1400_0.05,172.csv,7,7,7,7,7,7,7,7,7,7
1400_0.05,718.csv,7,7,7,7,7,7,7,7,7,7
1400_0.06,512.csv,7,7,7,7,7,7,7,7,7,7
1400_0.06,640.csv,7,7,7,7,7,7,7,7,7,7
1400_0.06,966.csv,7,7,7,7,7,7,7,7,7,7
1400_0.07,889.csv,7,7,7,7,7,7,7,7,7,7
1400_0.07,908.csv,7,7,7,7,7,7,7,7,7,7
1400_0.07,979.csv,7,7,7,7,7,7,7,7,7,7
1400_0.08,378.csv,7,7,7,7,7,7,7,7,7,7
1400_0.08,696.csv,7,7,7,7,7,7,7,7,7,7
1400_0.08,758.csv,7,7,7,7,7,7,7,7,7,7
1400_0.09,381.csv,7,7,7,7,7,7,7,7,7,7
1400_0.09,715.csv,7,7,7,7,7,7,7,7,7,7
1400_0.09,802.csv,7,7,7,7,7,7,7,7,7,7
1400_0.11,179.csv,7,7,7,7,7,7,7,7,7,7
1400_0.11,307.csv,7,7,7,7,7,7,7,7,7,7
1400_0.11,603.csv,7,7,7,7,7,7,7,7,7,7
1400_0.1,196.csv,7,7,7,7,7,7,7,7,7,7
1400_0.12,308.csv,7,7,7,7,7,7,7,7,7,7
1400_0.12,638.csv,7,7,7,7,7,7,7,7,7,7
1400_0.12,887.csv,7,7,7,7,7,7,7,7,7,7
1400_0.13,371.csv,7,7,7,7,7,7,7,7,7,7
1400_0.13,46.csv,7,7,7,7,7,7,7,7,7,7
1400_0.13,805.csv,7,7,7,7,7,7,7,7,7,7
1400_0.14,249.csv,7,7,7,7,7,7,7,7,7,7
1400_0.14,353.csv,7,7,7,7,7,7,7,7,7,7
1400_0.14,599.csv,7,7,7,7,7,7,7,7,7,7
1400_0.1,474.csv,7,7,7,7,7,7,7,7,7,7
1400_0.1,992.csv,7,7,7,7,7,7,7,7,7,7
1500_0.01,169.csv,8,8,8,7,7,8,8,8,8,8
1500_0.01,385.csv,7,8,8,8,8,8,8,8,8,8
1500_0.01,958.csv,8,7,8,8,6,8,8,8,8,8
1500_0.02,217.csv,8,8,8,8,7,8,8,8,8,8
1500_0.02,391.csv,8,8,8,7,8,8,8,8,8,8
1500_0.02,452.csv,8,8,8,8,6,8,8,8,8,8
1500_0.03,111.csv,8,8,8,8,8,8,8,8,8,7
1500_0.03,707.csv,8,8,8,8,8,8,8,8,8,8
1500_0.03,871.csv,8,8,8,8,8,8,8,8,8,7
1500_0.04,22.csv,8,8,8,8,7,8,8,8,8,7
1500_0.04,26.csv,8,8,8,8,8,8,8,8,8,7
1500_0.04,566.csv,8,8,8,8,7,8,8,8,8,7
1500_0.05,269.csv,8,8,8,8,8,8,8,8,8,6
1500_0.05,463.csv,8,8,8,7,8,8,8,8,8,6
1500_0.05,885.csv,8,8,8,8,8,8,8,8,8,6
1500_0.06,541.csv,8,8,8,8,8,8,8,8,8,6
1500_0.06,817.csv,8,8,8,8,8,8,8,8,8,6
1500_0.06,943.csv,8,8,8,8,8,8,8,8,8,6
1500_0.07,244.csv,8,8,8,8,8,8,8,8,8,7
1500_0.07,777.csv,8,8,8,8,8,8,8,8,8,6
1500_0.07,981.csv,8,8,8,8,8,8,8,8,8,6
1500_0.08,646.csv,8,8,8,8,8,8,8,8,8,7
1500_0.08,91.csv,8,8,8,8,8,8,8,8,8,7
1500_0.08,921.csv,8,8,8,8,8,8,8,8,8,7
1500_0.09,405.csv,8,8,8,8,8,8,8,8,8,7
1500_0.09,421.csv,8,8,8,8,8,8,8,8,8,7
1500_0.09,660.csv,8,8,8,8,8,8,8,8,8,7
1500_0.11,730.csv,8,8,8,8,8,8,8,8,8,8
1500_0.11,736.csv,8,8,8,8,8,8,8,8,8,8
1500_0.11,843.csv,8,8,8,8,8,8,8,8,8,8
1500_0.12,150.csv,8,8,8,8,8,8,8,8,8,8
1500_0.12,221.csv,8,8,8,8,8,8,8,8,8,8
1500_0.12,9.csv,8,8,8,8,8,8,8,8,8,8
1500_0.1,322.csv,8,8,8,8,8,8,8,8,8,7
1500_0.13,691.csv,8,8,8,8,8,8,8,8,8,8
1500_0.13,809.csv,8,8,8,8,8,8,8,8,8,8
1500_0.13,970.csv,8,8,8,8,8,8,8,8,8,8
1500_0.14,792.csv,8,8,8,8,8,8,8,8,8,8
1500_0.14,811.csv,8,8,8,8,8,8,8,8,8,8
1500_0.14,998.csv,8,8,8,8,8,8,8,8,8,8
1500_0.15,0.csv,8,8,8,8,8,8,8,8,8,8
1500_0.15,554.csv,8,8,8,8,8,8,8,8,8,8
1500_0.15,573.csv,8,8,8,8,8,8,8,8,8,8
1500_0.1,814.csv,8,8,8,8,8,8,8,8,8,7
1500_0.1,886.csv,8,8,8,8,8,8,8,8,8,7
1600_0.01,33.csv,7,8,8,8,5,8,8,8,8,8
1600_0.01,443.csv,8,8,7,8,6,8,8,8,8,8
1600_0.01,495.csv,8,7,8,8,7,8,8,8,8,8
1600_0.02,245.csv,8,8,8,7,5,8,8,8,8,8
1600_0.02,275.csv,8,8,8,7,5,8,8,8,8,8
1600_0.02,811.csv,8,8,8,8,6,8,8,8,8,8
1600_0.03,41.csv,8,8,8,8,6,8,8,8,8,6
1600_0.03,646.csv,8,8,8,8,7,8,8,8,8,6
1600_0.03,866.csv,8,8,8,8,7,8,8,8,8,6
1600_0.04,412.csv,8,8,8,8,7,8,8,8,8,6
1600_0.04,786.csv,8,8,8,8,7,8,8,8,8,6
1600_0.04,87.csv,8,8,8,8,7,8,8,8,8,6
1600_0.05,356.csv,8,8,8,8,7,8,8,8,8,6
1600_0.05,442.csv,8,8,8,8,7,8,8,8,8,6
1600_0.05,809.csv,8,8,8,8,8,8,8,8,8,6
1600_0.06,287.csv,8,8,8,8,8,8,8,8,8,6
1600_0.06,47.csv,8,8,8,8,8,8,8,8,8,6
1600_0.06,898.csv,8,8,8,8,8,8,8,8,8,6
1600_0.07,103.csv,8,8,8,8,8,8,8,8,8,6
1600_0.07,242.csv,8,8,8,8,8,8,8,8,8,6
1600_0.07,646.csv,8,8,8,8,8,8,8,8,8,6
1600_0.08,291.csv,8,8,8,8,8,8,8,8,8,6
1600_0.08,610.csv,8,8,8,8,8,8,8,8,8,6
1600_0.08,718.csv,8,8,8,8,8,8,8,8,8,6
1600_0.09,372.csv,8,8,8,8,8,8,8,8,8,7
1600_0.09,446.csv,8,8,8,8,8,8,8,8,8,6
1600_0.09,932.csv,8,8,8,8,8,8,8,8,8,6
1600_0.11,347.csv,8,8,8,8,8,8,8,8,8,7
1600_0.11,367.csv,8,8,8,8,8,8,8,8,8,7
1600_0.11,401.csv,8,8,8,8,8,8,8,8,8,7
1600_0.12,320.csv,8,8,8,8,8,8,8,8,8,7
1600_0.12,340.csv,8,8,8,8,8,8,8,8,8,7
1600_0.12,968.csv,8,8,8,8,8,8,8,8,8,7
1600_0.13,125.csv,8,8,8,8,8,8,8,8,8,8
1600_0.1,325.csv,8,8,8,8,8,8,8,8,8,7
1600_0.13,407.csv,8,8,8,8,8,8,8,8,8,8
1600_0.13,478.csv,8,8,8,8,8,8,8,8,8,8
1600_0.14,442.csv,8,8,8,8,8,8,8,8,8,8
1600_0.14,806.csv,8,8,8,8,8,8,8,8,8,8
1600_0.14,85.csv,8,8,8,8,8,8,8,8,8,8
1600_0.15,497.csv,8,8,8,8,8,8,8,8,8,8
1600_0.15,535.csv,8,8,8,8,8,8,8,8,8,8
1600_0.15,965.csv,8,8,8,8,8,8,8,8,8,8
1600_0.16,150.csv,8,8,8,8,8,8,8,8,8,8
1600_0.16,328.csv,8,8,8,8,8,8,8,8,8,8
1600_0.16,844.csv,8,8,8,8,8,8,8,8,8,8
1600_0.1,735.csv,8,8,8,8,8,8,8,8,8,7
1600_0.17,456.csv,8,8,8,8,8,8,8,8,8,8
1600_0.17,556.csv,8,8,8,8,8,8,8,8,8,8
1600_0.17,689.csv,8,8,8,8,8,8,8,8,8,8
1600_0.1,815.csv,8,8,8,8,8,8,8,8,8,7
1700_0.02,164.csv,8,8,8,8,4,8,8,8,8,8
1700_0.02,270.csv,8,8,8,8,4,8,8,8,8,8
1700_0.02,563.csv,8,8,8,8,4,8,8,8,8,8
1700_0.03,238.csv,8,8,8,7,5,8,8,8,8,5
1700_0.03,260.csv,8,8,8,7,5,8,8,8,8,5
1700_0.03,316.csv,8,8,8,8,5,8,8,8,8,5
1700_0.04,153.csv,8,8,8,8,6,8,8,8,8,5
1700_0.04,220.csv,8,8,8,8,6,8,8,8,8,5
1700_0.04,670.csv,8,8,8,7,5,8,8,8,8,5
1700_0.05,230.csv,8,8,8,8,8,8,8,8,8,5
1700_0.05,621.csv,8,8,8,8,7,8,8,8,8,5
1700_0.05,651.csv,8,8,8,8,8,8,8,8,8,5
1700_0.06,690.csv,8,8,8,8,7,8,8,8,8,5
1700_0.06,792.csv,8,8,8,8,6,8,8,8,8,5
1700_0.06,810.csv,8,8,8,8,7,8,8,8,8,5
1700_0.07,490.csv,8,8,8,8,8,8,8,8,8,5
1700_0.07,498.csv,8,8,8,8,8,8,8,8,8,5
1700_0.07,552.csv,8,8,8,8,8,8,8,8,8,5
1700_0.08,229.csv,8,8,8,8,8,8,8,8,8,5
1700_0.08,266.csv,8,8,8,8,8,8,8,8,8,5
1700_0.08,846.csv,8,8,8,8,7,8,8,8,8,5
1700_0.09,473.csv,8,8,8,8,8,8,8,8,8,5
1700_0.09,570.csv,8,8,8,8,8,8,8,8,8,5
1700_0.09,591.csv,8,8,8,8,8,8,8,8,7,5
1700_0.11,212.csv,8,8,8,8,8,8,8,8,7,6
1700_0.11,424.csv,8,8,8,8,8,8,8,8,8,6
1700_0.11,645.csv,8,8,8,8,8,8,8,8,8,6
1700_0.12,417.csv,8,8,8,8,8,8,8,8,7,6
1700_0.12,506.csv,8,8,8,8,8,8,8,8,8,6
1700_0.12,889.csv,8,8,8,8,8,8,8,8,8,6
1700_0.13,139.csv,8,8,8,8,8,8,8,8,8,6
1700_0.1,347.csv,8,8,8,8,8,8,8,8,7,6
1700_0.13,657.csv,8,8,8,8,8,8,8,8,8,6
1700_0.13,937.csv,8,8,8,8,8,8,8,8,8,6
1700_0.14,171.csv,8,8,8,8,8,8,8,8,8,7
1700_0.14,206.csv,8,8,8,8,8,8,8,8,8,7
1700_0.14,754.csv,8,8,8,8,8,8,8,8,8,7
1700_0.15,46.csv,8,8,8,8,8,8,8,8,8,7
1700_0.15,785.csv,8,8,8,8,8,8,8,8,8,7
1700_0.15,874.csv,8,8,8,8,8,8,8,8,8,7
1700_0.16,331.csv,8,8,8,8,8,8,8,8,8,8
1700_0.16,523.csv,8,8,8,8,8,8,8,8,8,8
1700_0.16,650.csv,8,8,8,8,8,8,8,8,8,8
1700_0.1,672.csv,8,8,8,8,8,8,8,8,8,6
1700_0.17,288.csv,8,8,8,8,8,8,8,8,8,8
1700_0.17,622.csv,8,8,8,8,8,8,8,8,8,8
1700_0.17,786.csv,8,8,8,8,8,8,8,8,8,8
1700_0.18,122.csv,8,8,8,8,8,8,8,8,8,8
1700_0.18,716.csv,8,8,8,8,8,8,8,8,8,8
1700_0.18,757.csv,8,8,8,8,8,8,8,8,8,8
1700_0.19,159.csv,8,8,8,8,8,8,8,8,8,8
1700_0.19,300.csv,8,8,8,8,8,8,8,8,8,8
1700_0.19,88.csv,8,8,8,8,8,8,8,8,8,8
1700_0.1,99.csv,8,8,8,8,8,8,8,8,8,6
1800_0.02,465.csv,8,8,8,8,4,8,8,8,8,6
1800_0.02,924.csv,8,8,8,7,4,8,8,8,8,5
1800_0.02,954.csv,8,8,7,8,4,8,8,8,8,6
1800_0.03,230.csv,8,8,8,8,4,8,8,8,8,5
1800_0.03,596.csv,8,8,8,7,4,8,8,8,8,5
1800_0.03,694.csv,8,8,8,8,4,8,8,8,8,5
1800_0.04,388.csv,8,8,8,8,5,8,8,8,8,5
1800_0.04,392.csv,8,8,8,8,5,8,8,8,8,5
1800_0.04,889.csv,8,8,8,8,5,8,8,8,8,5
1800_0.05,27.csv,8,8,8,7,5,8,8,8,8,5
1800_0.05,690.csv,8,8,8,8,5,8,8,8,8,5
1800_0.05,829.csv,8,8,8,7,5,8,8,8,8,5
1800_0.06,460.csv,8,8,8,8,5,8,8,8,8,5
1800_0.06,810.csv,8,8,8,8,5,8,8,8,8,5
1800_0.06,971.csv,8,8,8,8,5,8,8,8,8,5
1800_0.07,453.csv,8,8,8,8,6,8,8,8,8,5
1800_0.07,695.csv,8,8,8,8,5,8,8,8,8,5
1800_0.07,910.csv,8,8,8,8,6,8,8,8,8,5
1800_0.08,397.csv,8,8,8,8,8,8,8,8,7,5
1800_0.08,404.csv,8,8,8,8,8,8,8,8,7,5
1800_0.08,658.csv,8,8,8,8,7,8,8,8,7,5
1800_0.09,386.csv,8,8,8,8,8,8,8,8,7,5
1800_0.09,418.csv,8,8,8,8,8,8,8,8,7,5
1800_0.09,424.csv,8,8,8,8,8,8,8,8,7,5
1800_0.11,109.csv,8,8,8,8,8,8,8,8,7,6
1800_0.11,52.csv,8,8,8,8,8,8,8,8,7,6
1800_0.1,158.csv,8,8,8,8,8,8,8,8,7,5
1800_0.11,657.csv,8,8,8,8,8,8,8,8,7,6
1800_0.12,633.csv,8,8,8,8,8,8,8,8,7,6
1800_0.12,721.csv,8,8,8,8,8,8,8,8,7,6
1800_0.12,821.csv,8,8,8,8,8,8,8,8,7,6
1800_0.1,285.csv,8,8,8,8,8,8,8,8,7,5
1800_0.13,356.csv,8,8,8,8,8,8,8,8,7,6
1800_0.13,832.csv,8,8,8,8,8,8,8,8,7,6
1800_0.13,944.csv,8,8,8,8,8,8,8,8,7,6
1800_0.14,193.csv,8,8,8,8,8,8,8,8,7,7
1800_0.14,216.csv,8,8,8,8,8,8,8,8,7,6
1800_0.14,508.csv,8,8,8,8,8,8,8,8,7,6
1800_0.15,400.csv,8,8,8,8,8,8,8,8,8,7
1800_0.15,498.csv,8,8,8,8,8,8,8,8,7,7
1800_0.15,934.csv,8,8,8,8,8,8,8,8,7,7
1800_0.16,199.csv,8,8,8,8,8,8,8,8,8,7
1800_0.16,664.csv,8,8,8,8,8,8,8,8,8,7
1800_0.16,668.csv,8,8,8,8,8,8,8,8,8,7
1800_0.1,676.csv,8,8,8,8,8,8,8,8,7,5
1800_0.17,485.csv,8,8,8,8,8,8,8,8,8,7
1800_0.17,85.csv,8,8,8,8,8,8,8,8,8,7
1800_0.18,147.csv,8,8,8,8,8,8,8,8,8,8
1800_0.18,243.csv,8,8,8,8,8,8,8,8,8,8
1800_0.18,433.csv,8,8,8,8,8,8,8,8,8,8
1800_0.19,166.csv,8,8,8,8,8,8,8,8,8,8
1800_0.19,324.csv,8,8,8,8,8,8,8,8,8,8
1800_0.19,531.csv,8,8,8,8,8,8,8,8,8,8
1800_0.2,236.csv,8,8,8,8,8,8,8,8,8,8
1800_0.2,43.csv,8,8,8,8,8,8,8,8,8,8
1800_0.2,79.csv,8,8,8,8,8,8,8,8,8,8
1900_0.01,118.csv,8,8,7,8,4,4,8,8,8,8
1900_0.01,296.csv,8,8,8,5,6,4,8,8,8,8
1900_0.02,772.csv,8,8,8,5,4,7,8,8,8,4
1900_0.03,692.csv,8,8,8,8,4,8,8,8,8,4
1900_0.04,102.csv,8,8,8,7,4,8,8,8,8,4
1900_0.05,163.csv,8,8,8,8,4,8,8,8,8,4
1900_0.06,863.csv,8,8,8,8,5,4,8,8,8,4
1900_0.07,613.csv,8,8,8,8,6,8,8,5,8,4
1900_0.08,100.csv,8,8,8,8,7,8,8,4,8,5
1900_0.08,180.csv,8,8,8,8,6,8,8,4,8,5
1900_0.08,455.csv,8,8,8,7,8,8,8,4,8,5
1900_0.09,221.csv,8,8,8,8,8,8,8,5,8,5
1900_0.11,532.csv,8,8,8,8,8,8,8,5,8,5
1900_0.11,999.csv,8,8,8,8,8,8,8,5,8,5
1900_0.12,156.csv,8,8,8,8,8,8,8,8,6,5
1900_0.12,734.csv,8,8,8,8,8,8,8,8,6,5
1900_0.12,992.csv,8,8,8,8,8,8,8,8,6,5
1900_0.13,104.csv,8,8,8,8,8,8,8,8,6,5
1900_0.13,276.csv,8,8,8,8,8,8,8,8,6,5
1900_0.13,590.csv,8,8,8,8,8,8,8,8,6,5
1900_0.14,572.csv,8,8,8,8,8,8,8,8,6,6
1900_0.14,868.csv,8,8,8,8,8,8,8,8,6,6
1900_0.14,915.csv,8,8,8,8,8,8,8,8,6,6
1900_0.1,507.csv,8,8,8,8,8,8,8,5,8,5
1900_0.15,478.csv,8,8,8,8,8,8,8,8,6,6
1900_0.15,669.csv,8,8,8,8,8,8,8,8,6,6
1900_0.15,959.csv,8,8,8,8,8,8,8,8,6,6
1900_0.16,179.csv,8,8,8,8,8,8,8,8,7,6
1900_0.16,255.csv,8,8,8,8,8,8,8,8,7,6
1900_0.16,760.csv,8,8,8,8,8,8,8,8,7,6
1900_0.17,311.csv,8,8,8,8,8,8,8,8,7,6
1900_0.17,410.csv,8,8,8,8,8,8,8,8,7,6
1900_0.17,680.csv,8,8,8,8,8,8,8,8,7,6
1900_0.18,255.csv,8,8,8,8,8,8,8,8,7,7
1900_0.18,292.csv,8,8,8,8,8,8,8,8,7,7
1900_0.18,317.csv,8,8,8,8,8,8,8,8,7,7
1900_0.19,223.csv,8,8,8,8,8,8,8,8,8,7
1900_0.19,580.csv,8,8,8,8,8,8,8,8,8,7
1900_0.19,744.csv,8,8,8,8,8,8,8,8,8,7
1900_0.2,128.csv,8,8,8,8,8,8,8,8,8,8
1900_0.2,172.csv,8,8,8,8,8,8,8,8,8,8
1900_0.2,423.csv,8,8,8,8,8,8,8,8,8,8
2000_0.01,69.csv,8,8,8,7,4,4,8,8,8,8
2000_0.01,730.csv,7,7,8,6,4,4,8,8,8,8
2000_0.03,277.csv,8,8,8,8,4,4,8,8,8,4
2000_0.04,725.csv,8,8,8,6,4,4,8,8,8,4
2000_0.04,927.csv,8,8,8,8,4,4,8,8,8,4
2000_0.05,756.csv,8,8,8,7,4,4,8,8,8,4
2000_0.05,990.csv,8,8,8,7,4,4,8,8,8,4
2000_0.06,431.csv,8,8,8,8,4,8,4,8,8,4
2000_0.06,790.csv,8,8,8,8,4,8,4,8,8,4
2000_0.07,426.csv,8,8,8,8,5,8,8,5,8,4
2000_0.07,86.csv,8,8,8,8,5,8,8,5,8,4
2000_0.08,175.csv,8,8,8,8,5,8,8,4,8,5
2000_0.08,554.csv,8,8,8,8,5,8,8,4,8,5
2000_0.08,627.csv,8,8,8,8,5,8,8,4,8,5
2000_0.09,211.csv,8,8,8,8,5,8,8,5,8,5
2000_0.09,523.csv,8,8,8,8,5,8,8,5,8,5
2000_0.09,734.csv,8,8,8,8,5,8,8,5,8,5
2000_0.11,135.csv,8,8,8,8,8,8,8,8,5,5
2000_0.11,208.csv,8,8,8,8,8,8,8,5,8,5
2000_0.11,621.csv,8,8,8,8,8,8,8,8,5,5
2000_0.12,194.csv,8,8,8,8,8,8,8,8,5,5
2000_0.1,268.csv,8,8,8,8,5,8,8,5,8,5
2000_0.12,791.csv,8,8,8,8,8,8,8,8,5,5
2000_0.13,295.csv,8,8,8,8,8,8,8,8,5,5
2000_0.13,906.csv,8,8,8,8,8,8,8,8,5,5
2000_0.13,983.csv,8,8,8,8,8,8,8,8,6,5
2000_0.14,147.csv,8,8,8,8,8,8,8,8,6,6
2000_0.14,871.csv,8,8,8,8,8,8,8,8,6,6
2000_0.14,957.csv,8,8,8,8,8,8,8,8,6,6
2000_0.15,60.csv,8,8,8,8,8,8,8,8,6,6
2000_0.15,870.csv,8,8,8,8,8,8,8,8,6,6
2000_0.15,902.csv,8,8,8,8,8,8,8,8,6,6
2000_0.16,11.csv,8,8,8,8,8,8,8,8,6,6
2000_0.16,214.csv,8,8,8,8,8,8,8,8,6,6
2000_0.16,919.csv,8,8,8,8,8,8,8,8,6,6
2000_0.17,513.csv,8,8,8,8,8,8,8,8,7,6
2000_0.17,635.csv,8,8,8,8,8,8,8,8,7,6
2000_0.18,307.csv,8,8,8,8,8,8,8,8,7,7
2000_0.18,578.csv,8,8,8,8,8,8,8,8,6,7
2000_0.18,580.csv,8,8,8,8,8,8,8,8,7,7
