15,1163034800,33.508
15,1163034900,35.527
15,1163035000,37.026
15,1163035100,39.003
15,1163035200,41.044
15,1163035300,42.743
15,1163035400,44.412
15,1163035500,45.953
15,1163035600,47.381
15,1163035700,48.673
15,1163035800,49.904
15,1163035900,51.145
15,1163036000,52.419
15,1163036100,53.673
15,1163036200,54.828
15,1163036300,55.855
15,1163036400,56.749
15,1163036500,57.573
15,1163036600,58.353
15,1163036700,59.073
15,1163036800,59.7
15,1163036900,60.225
15,1163037000,60.678
15,1163037100,61.097
15,1163037200,61.493
15,1163037300,61.863
15,1163037400,62.207
15,1163037500,62.541
15,1163037600,62.862
15,1163037700,63.159
15,1163037800,63.427
15,1163037900,63.659
15,1163038000,63.861
15,1163038100,64.038
15,1163038200,64.21
15,1163038300,64.375
15,1163038400,64.479
15,1163038500,64.52
15,1163038600,64.568
15,1163038700,64.683
15,1163038800,64.841
15,1163038900,64.971
15,1163039000,65.073
15,1163039100,65.201
15,1163039200,65.363
15,1163039300,65.489
15,1163039400,65.53
15,1163039500,65.531
15,1163039600,65.555
15,1163039700,65.629
15,1163039800,65.725
15,1163039900,65.817
15,1163040000,65.911
15,1163040100,65.988
15,1163040200,66.029
15,1163040300,66.035
15,1163040400,66.024
15,1163040500,66.019
15,1163040600,66.021
15,1163040700,66.021
15,1163040800,66.021
15,1163040900,66.021
15,1163041000,66.021
15,1163041100,66.021
15,1163041200,66.021
15,1163041300,66.021
15,1163041400,66.021
15,1163041500,66.021
15,1163041600,66.021
15,1163041700,66.021
15,1163041800,66.021
15,1163041900,66.021
15,1163042000,66.021
15,1163042100,66.021
15,1163042200,66.021
15,1163042300,66.021
15,1163042400,66.021
15,1163042500,66.021
15,1163042600,66.021
15,1163042700,66.021
15,1163042800,66.021
15,1163042900,66.023
15,1163043000,66.018
15,1163043100,66.005
15,1163043200,66.015
15,1163043300,66.072
15,1163043400,66.157
15,1163043500,66.196
15,1163043600,66.137
15,1163043700,66.054
15,1163043800,66.065
15,1163043900,66.191
15,1163044000,66.323
15,1163044100,66.327
15,1163044200,66.202
15,1163044300,66.066
15,1163044400,65.998
15,1163044500,66.005
15,1163044600,66.036
15,1163044700,66.029
15,1163044800,65.968
15,1163044900,65.89
15,1163045000,65.86
15,1163045100,65.893
15,1163045200,65.92
15,1163045300,65.893
15,1163045400,65.858
15,1163045500,65.893
15,1163045600,65.985
15,1163045700,66.033
15,1163045800,65.985
15,1163045900,65.893
15,1163046000,65.858
15,1163046100,65.893
15,1163046200,65.92
15,1163046300,65.893
15,1163046400,65.86
15,1163046500,65.89
15,1163046600,65.968
15,1163046700,66.027
15,1163046800,66.037
15,1163046900,66.024
15,1163047000,66.019
15,1163047100,66.021
15,1163047200,66.021
15,1163047300,66.021
15,1163047400,66.021
15,1163047500,66.021
15,1163047600,66.021
15,1163047700,66.021
15,1163047800,66.021
15,1163047900,66.021
15,1163048000,66.021
15,1163048100,66.021
15,1163048200,66.021
15,1163048300,66.021
15,1163048400,66.021
15,1163048500,66.021
15,1163048600,66.021
15,1163048700,66.021
15,1163048800,66.021
15,1163048900,66.021
15,1163049000,66.021
15,1163049100,66.021
15,1163049200,66.021
15,1163049300,66.021
15,1163049400,66.021
15,1163049500,66.021
15,1163049600,66.021
15,1163049700,66.021
15,1163049800,66.021
15,1163049900,66.021
15,1163050000,66.021
15,1163050100,66.021
15,1163050200,66.021
15,1163050300,66.021
15,1163050400,66.021
15,1163050500,66.021
15,1163050600,66.021
15,1163050700,66.021
15,1163050800,66.021
15,1163050900,66.021
15,1163051000,66.021
15,1163051100,66.019
15,1163051200,66.024
15,1163051300,66.039
15,1163051400,66.033
15,1163051500,65.968
15,1163051600,65.861
15,1163051700,65.791
15,1163051800,65.861
15,1163051900,66.067
15,1163052000,66.36
15,1163052100,66.673
15,1163052200,66.98
15,1163052300,67.279
15,1163052400,67.545
15,1163052500,67.73
15,1163052600,67.834
15,1163052700,67.92
15,1163052800,68.053
15,1163052900,68.248
15,1163053000,68.475
15,1163053100,68.701
15,1163053200,68.918
15,1163053300,69.134
15,1163053400,69.352
15,1163053500,69.568
15,1163053600,69.785
15,1163053700,70.004
15,1163053800,70.221
15,1163053900,70.42
15,1163054000,70.613
15,1163054100,70.876
15,1163054200,71.302
15,1163054300,71.855
15,1163054400,72.555
15,1163054500,73.37
15,1163054600,74.224
15,1163054700,75.11
15,1163054800,76.045
15,1163054900,77.039
15,1163055000,78.09
15,1163055100,79.219
15,1163055200,80.428
15,1163055300,81.68
15,1163055400,82.956
15,1163055500,84.256
15,1163055600,85.58
15,1163055700,86.909
15,1163055800,88.239
15,1163055900,89.617
15,1163056000,91.069
15,1163056100,92.574
15,1163056200,94.085
15,1163056300,95.57
15,1163056400,97.063
15,1163056500,98.612
15,1163056600,100.234
15,1163056700,101.91
15,1163056800,103.6
15,1163056900,105.283
15,1163057000,106.937
15,1163057100,108.548
15,1163057200,110.146
15,1163057300,111.771
15,1163057400,113.413
15,1163057500,115.043
15,1163057600,116.665
15,1163057700,118.287
15,1163057800,119.844
15,1163057900,121.257
15,1163058000,122.519
15,1163058100,123.8
15,1163058200,125.292
15,1163058300,126.923
15,1163058400,128.715
15,1163058500,130.659
15,1163058600,132.543
15,1163058700,134.494
15,1163058800,136.611
15,1163058900,138.741
15,1163059000,140.777
15,1163059100,142.662
15,1163059200,144.569
15,1163059300,146.567
15,1163059400,148.473
15,1163059500,150.313
15,1163059600,152.21
15,1163059700,154.248
15,1163059800,156.357
15,1163059900,158.367
